cell ID:  0 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.53
cell ID:  4041 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.45
cell ID:  4042 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.53
cell ID:  4043 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.56
cell ID:  4044 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.82
cell ID:  4045 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.7
cell ID:  4046 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.33
cell ID:  4047 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.86
cell ID:  4048 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.93
cell ID:  4049 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: NK 	 	 probability: 0.88
cell ID:  4050 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.33
cell ID:  4051 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.65
cell ID:  4052 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.75
cell ID:  4053 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.72
cell ID:  4054 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.27
cell ID:  4055 	 	 real cell type: B.Activated 	 	 predicted cell type: B.Naive 	 	 probability: 0.94
cell ID:  4056 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.96
cell ID:  4057 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.68
cell ID:  4058 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.44
cell ID:  4059 	 	 real cell type: B.Activated 	 	 predicted cell type: B.Activated 	 	 probability: 0.77
cell ID:  4060 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.55
cell ID:  4061 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.4
cell ID:  4062 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.37
cell ID:  4063 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.95
cell ID:  4064 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.92
cell ID:  4065 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.76
cell ID:  4066 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.5
cell ID:  4067 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.78
cell ID:  4068 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.59
cell ID:  4069 	 	 real cell type: B.Activated 	 	 predicted cell type: B.Activated 	 	 probability: 0.36
cell ID:  4070 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.46
cell ID:  4071 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.69
cell ID:  4072 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.53
cell ID:  4073 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.66
cell ID:  4074 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.57
cell ID:  4075 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.74
cell ID:  4076 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.88
cell ID:  4077 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.38
cell ID:  4078 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.64
cell ID:  4079 	 	 real cell type: B.Activated 	 	 predicted cell type: B.Naive 	 	 probability: 0.45
cell ID:  4080 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.84
cell ID:  4081 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.7
cell ID:  4082 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.86
cell ID:  4083 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.43
cell ID:  4084 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.89
cell ID:  4085 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.94
cell ID:  4086 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.42
cell ID:  4087 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: NK 	 	 probability: 0.58
cell ID:  4088 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.47
cell ID:  4089 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.95
cell ID:  4090 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.36
cell ID:  4091 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: NK 	 	 probability: 0.7
cell ID:  4092 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.91
cell ID:  4093 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.77
cell ID:  4094 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.94
cell ID:  4095 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.71
cell ID:  4096 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.92
cell ID:  4097 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.78
cell ID:  4098 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.92
cell ID:  4099 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.97
cell ID:  4100 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.75
cell ID:  4101 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.96
cell ID:  4102 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.65
cell ID:  4103 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.47
cell ID:  4104 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.94
cell ID:  4105 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.31
cell ID:  4106 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.98
cell ID:  4107 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.93
cell ID:  4108 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.81
cell ID:  4109 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.33
cell ID:  4110 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.95
cell ID:  4111 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.84
cell ID:  4112 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.64
cell ID:  4113 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.94
cell ID:  4114 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.81
cell ID:  4115 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.5
cell ID:  4116 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.77
cell ID:  4117 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.52
cell ID:  4118 	 	 real cell type: B.Activated 	 	 predicted cell type: B.Naive 	 	 probability: 0.45
cell ID:  4119 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.58
cell ID:  4120 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.79
cell ID:  4121 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.94
cell ID:  4122 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.39
cell ID:  4123 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.84
cell ID:  4124 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.35
cell ID:  4125 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.95
cell ID:  4126 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.95
cell ID:  4127 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.91
cell ID:  4128 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.42
cell ID:  4129 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.72
cell ID:  4130 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.47
cell ID:  4131 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.96
cell ID:  4132 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.42
cell ID:  4133 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.74
cell ID:  4134 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.48
cell ID:  4135 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.41
cell ID:  4136 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.82
cell ID:  4137 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.46
cell ID:  4138 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.89
cell ID:  4139 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.35
cell ID:  4140 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.61
cell ID:  4141 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.64
cell ID:  4142 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.78
cell ID:  4143 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.59
cell ID:  4144 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.94
cell ID:  4145 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.46
cell ID:  4146 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.89
cell ID:  4147 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.85
cell ID:  4148 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.51
cell ID:  4149 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.9
cell ID:  4150 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.65
cell ID:  4151 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.96
cell ID:  4152 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.94
cell ID:  4153 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.84
cell ID:  4154 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.95
cell ID:  4155 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.45
cell ID:  4156 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.88
cell ID:  4157 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.59
cell ID:  4158 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.89
cell ID:  4159 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.81
cell ID:  4160 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.93
cell ID:  4161 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.39
cell ID:  4162 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.79
cell ID:  4163 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.92
cell ID:  4164 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.88
cell ID:  4165 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.76
cell ID:  4166 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.73
cell ID:  4167 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.95
cell ID:  4168 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.94
cell ID:  4169 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.96
cell ID:  4170 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.55
cell ID:  4171 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.29
cell ID:  4172 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.9
cell ID:  4173 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.92
cell ID:  4174 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.92
cell ID:  4175 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.54
cell ID:  4176 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.9
cell ID:  4177 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.94
cell ID:  4178 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.95
cell ID:  4179 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.41
cell ID:  4180 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.93
cell ID:  4181 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.25
cell ID:  4182 	 	 real cell type: B.Activated 	 	 predicted cell type: B.Activated 	 	 probability: 0.55
cell ID:  4183 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.96
cell ID:  4184 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.81
cell ID:  4185 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.95
cell ID:  4186 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.42
cell ID:  4187 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.42
cell ID:  4188 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.95
cell ID:  4189 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.69
cell ID:  4190 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.8
cell ID:  4191 	 	 real cell type: B.Activated 	 	 predicted cell type: B.Naive 	 	 probability: 0.86
cell ID:  4192 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.45
cell ID:  4193 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.96
cell ID:  4194 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.86
cell ID:  4195 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.48
cell ID:  4196 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.77
cell ID:  4197 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.54
cell ID:  4198 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.75
cell ID:  4199 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.92
cell ID:  4200 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.75
cell ID:  4201 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.43
cell ID:  4202 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.95
cell ID:  4203 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.86
cell ID:  4204 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.94
cell ID:  4205 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.64
cell ID:  4206 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.96
cell ID:  4207 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.93
cell ID:  4208 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.94
cell ID:  4209 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.93
cell ID:  4210 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.39
cell ID:  4211 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.85
cell ID:  4212 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.59
cell ID:  4213 	 	 real cell type: B.Activated 	 	 predicted cell type: B.Activated 	 	 probability: 0.85
cell ID:  4214 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.88
cell ID:  4215 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.5
cell ID:  4216 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.98
cell ID:  4217 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.49
cell ID:  4218 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.8
cell ID:  4219 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.64
cell ID:  4220 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.33
cell ID:  4221 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.79
cell ID:  4222 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.82
cell ID:  4223 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.92
cell ID:  4224 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.96
cell ID:  4225 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.88
cell ID:  4226 	 	 real cell type: B.Activated 	 	 predicted cell type: B.Activated 	 	 probability: 0.73
cell ID:  4227 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.96
cell ID:  4228 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.94
cell ID:  4229 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.96
cell ID:  4230 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.72
cell ID:  4231 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.94
cell ID:  4232 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.94
cell ID:  4233 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.86
cell ID:  4234 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.85
cell ID:  4235 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.86
cell ID:  4236 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.97
cell ID:  4237 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.58
cell ID:  4238 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.78
cell ID:  4239 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.48
cell ID:  4240 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.43
cell ID:  4241 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.93
cell ID:  4242 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.81
cell ID:  4243 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.89
cell ID:  4244 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.79
cell ID:  4245 	 	 real cell type: B.Activated 	 	 predicted cell type: B.Naive 	 	 probability: 0.83
cell ID:  4246 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.68
cell ID:  4247 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.85
cell ID:  4248 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.93
cell ID:  4249 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.79
cell ID:  4250 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.85
cell ID:  4251 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.9
cell ID:  4252 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.95
cell ID:  4253 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.96
cell ID:  4254 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.92
cell ID:  4255 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.94
cell ID:  4256 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.69
cell ID:  4257 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.96
cell ID:  4258 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.77
cell ID:  4259 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.78
cell ID:  4260 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.85
cell ID:  4261 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.97
cell ID:  4262 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.97
cell ID:  4263 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.68
cell ID:  4264 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.35
cell ID:  4265 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.61
cell ID:  4266 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.82
cell ID:  4267 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.84
cell ID:  4268 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.62
cell ID:  4269 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.74
cell ID:  4270 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.94
cell ID:  4271 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.89
cell ID:  4272 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.69
cell ID:  4273 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.89
cell ID:  4274 	 	 real cell type: B.Activated 	 	 predicted cell type: B.Activated 	 	 probability: 0.74
cell ID:  4275 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.8
cell ID:  4276 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.42
cell ID:  4277 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.87
cell ID:  4278 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.81
cell ID:  4279 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.58
